model,folds,mae_mean_kw,mae_std_kw,rmse_mean_kw,rmse_std_kw,r2_mean,r2_std
ridge,4,16.045813094552333,0.6187197559185592,26.786312244691548,1.8980362797974608,0.7363651981039612,0.02068490458709932
random_forest,4,13.67501210715929,0.15128808292236468,24.694932591180937,1.3343668177162507,0.775661248665801,0.015012520815796185
hist_gradient_boosting,4,13.899165041204135,0.3565393676536366,22.60823467041934,0.7101946825457722,0.811298131484136,0.01676262914790707
